	BaseGeneMean	is_outlier	outlier_ratio	gene_mean	prog_gene	prog_genemean	group1_DEratio	group1_genemean	group2_DEratio	group2_genemean	group3_DEratio	group3_genemean	group4_DEratio	group4_genemean	group5_DEratio	group5_genemean	group6_DEratio	group6_genemean
Gene922	2.033507907453522e-06	False	1.0	2.033507907453522e-06	False	2.033507907453522e-06	1.0	2.033507907453522e-06	1.0	2.033507907453522e-06	1.0	2.033507907453522e-06	1.0	2.033507907453522e-06	1.0	2.033507907453522e-06	1.0	2.033507907453522e-06
Gene923	0.01297537414735085	False	1.0	0.01297537414735085	False	0.01297537414735085	1.0	0.01297537414735085	1.0	0.01297537414735085	1.0	0.01297537414735085	1.0	0.01297537414735085	1.0	0.01297537414735085	1.0	0.01297537414735085
Gene924	0.005899865198100704	False	1.0	0.005899865198100704	False	0.005899865198100704	1.0	0.005899865198100704	1.0	0.005899865198100704	1.0	0.005899865198100704	1.0	0.005899865198100704	1.0	0.005899865198100704	1.0	0.005899865198100704
Gene925	0.028539395456627047	False	1.0	0.028539395456627047	False	0.028539395456627047	1.0	0.028539395456627047	1.0	0.028539395456627047	1.0	0.028539395456627047	1.0	0.028539395456627047	1.0	0.028539395456627047	1.0	0.028539395456627047
Gene926	0.0017332816160111908	False	1.0	0.0017332816160111908	False	0.0017332816160111908	1.0	0.0017332816160111908	1.0	0.0017332816160111908	1.0	0.0017332816160111908	1.16658530308483	0.0020220208593457792	1.0	0.0017332816160111908	1.0	0.0017332816160111908
Gene927	0.11611095305471608	False	1.0	0.11611095305471608	False	0.11611095305471608	1.0	0.11611095305471608	1.0	0.11611095305471608	1.0	0.11611095305471608	1.0	0.11611095305471608	1.0	0.11611095305471608	1.0	0.11611095305471608
Gene928	0.000664890535334631	False	1.0	0.000664890535334631	False	0.000664890535334631	1.0	0.000664890535334631	1.0	0.000664890535334631	1.0	0.000664890535334631	1.0	0.000664890535334631	1.0	0.000664890535334631	1.0	0.000664890535334631
Gene929	6.036573107470417e-05	False	1.0	6.036573107470417e-05	False	6.036573107470417e-05	1.0	6.036573107470417e-05	1.0	6.036573107470417e-05	1.0	6.036573107470417e-05	1.0	6.036573107470417e-05	1.0	6.036573107470417e-05	1.0	6.036573107470417e-05
Gene930	0.03428528046996893	False	1.0	0.03428528046996893	False	0.03428528046996893	1.0	0.03428528046996893	33.10356382050085	1.134964970141388	1.0	0.03428528046996893	1.0	0.03428528046996893	1.0	0.03428528046996893	1.0	0.03428528046996893
Gene931	0.01687730242596456	False	1.0	0.01687730242596456	False	0.01687730242596456	1.0	0.01687730242596456	1.0	0.01687730242596456	9.247128109033737	0.15606657766780016	1.0	0.01687730242596456	1.0	0.01687730242596456	1.0	0.01687730242596456
Gene932	0.0331866105602965	False	1.0	0.0331866105602965	False	0.0331866105602965	1.0	0.0331866105602965	1.0	0.0331866105602965	1.0	0.0331866105602965	1.0	0.0331866105602965	1.0	0.0331866105602965	1.0	0.0331866105602965
Gene933	0.17886686574949018	False	1.0	0.17886686574949018	False	0.17886686574949018	1.0	0.17886686574949018	1.0	0.17886686574949018	1.0	0.17886686574949018	1.0	0.17886686574949018	1.0	0.17886686574949018	1.0	0.17886686574949018
Gene934	0.06813100234408184	False	1.0	0.06813100234408184	False	0.06813100234408184	1.0	0.06813100234408184	1.0	0.06813100234408184	1.0	0.06813100234408184	1.0	0.06813100234408184	1.0	0.06813100234408184	1.0	0.06813100234408184
Gene935	2.246963942002657e-06	False	1.0	2.246963942002657e-06	False	2.246963942002657e-06	1.0	2.246963942002657e-06	1.0	2.246963942002657e-06	1.0	2.246963942002657e-06	1.0	2.246963942002657e-06	1.0	2.246963942002657e-06	1.0	2.246963942002657e-06
Gene936	0.20499413603710495	False	1.0	0.20499413603710495	False	0.20499413603710495	1.0	0.20499413603710495	1.0	0.20499413603710495	1.0	0.20499413603710495	1.0	0.20499413603710495	1.0	0.20499413603710495	1.0	0.20499413603710495
Gene937	0.03815227680982858	False	1.0	0.03815227680982858	False	0.03815227680982858	1.0	0.03815227680982858	1.0	0.03815227680982858	1.0	0.03815227680982858	1.0	0.03815227680982858	1.0	0.03815227680982858	1.0	0.03815227680982858
Gene938	0.0006903917045651558	False	1.0	0.0006903917045651558	False	0.0006903917045651558	1.0	0.0006903917045651558	1.0	0.0006903917045651558	1.0	0.0006903917045651558	1.0	0.0006903917045651558	1.0	0.0006903917045651558	1.0	0.0006903917045651558
Gene939	0.00012723896695980403	False	1.0	0.00012723896695980403	False	0.00012723896695980403	1.0	0.00012723896695980403	1.0	0.00012723896695980403	1.0	0.00012723896695980403	1.0	0.00012723896695980403	1.0	0.00012723896695980403	1.0	0.00012723896695980403
Gene940	0.0004407697555754968	False	1.0	0.0004407697555754968	False	0.0004407697555754968	1.0	0.0004407697555754968	1.0	0.0004407697555754968	1.0	0.0004407697555754968	1.0	0.0004407697555754968	1.0	0.0004407697555754968	1.0	0.0004407697555754968
Gene941	0.00012726245994655844	False	1.0	0.00012726245994655844	False	0.00012726245994655844	1.0	0.00012726245994655844	1.0	0.00012726245994655844	1.0	0.00012726245994655844	1.0	0.00012726245994655844	1.0	0.00012726245994655844	1.0	0.00012726245994655844
Gene942	0.020474931004786527	False	1.0	0.020474931004786527	False	0.020474931004786527	1.0	0.020474931004786527	1.0	0.020474931004786527	1.0961455438938035	0.022443504382429827	1.0	0.020474931004786527	1.0	0.020474931004786527	1.0	0.020474931004786527
Gene943	0.01155435034066599	False	1.0	0.01155435034066599	False	0.01155435034066599	1.0	0.01155435034066599	1.0	0.01155435034066599	1.0	0.01155435034066599	1.0	0.01155435034066599	1.0	0.01155435034066599	1.0	0.01155435034066599
Gene944	0.22632767247952176	False	1.0	0.22632767247952176	False	0.22632767247952176	1.0	0.22632767247952176	1.0	0.22632767247952176	1.0	0.22632767247952176	1.0	0.22632767247952176	16.4056309796473	3.7130482751815097	1.0	0.22632767247952176
Gene945	0.0007591999899683452	False	1.0	0.0007591999899683452	False	0.0007591999899683452	1.0	0.0007591999899683452	1.0	0.0007591999899683452	1.0	0.0007591999899683452	1.0	0.0007591999899683452	1.0	0.0007591999899683452	1.0	0.0007591999899683452
Gene946	0.12338932551722709	False	1.0	0.12338932551722709	False	0.12338932551722709	1.0	0.12338932551722709	1.0	0.12338932551722709	1.0	0.12338932551722709	1.0	0.12338932551722709	1.0	0.12338932551722709	1.0	0.12338932551722709
Gene947	0.05819923667996821	False	1.0	0.05819923667996821	False	0.05819923667996821	1.0	0.05819923667996821	1.0	0.05819923667996821	1.0	0.05819923667996821	1.0	0.05819923667996821	1.0	0.05819923667996821	1.0	0.05819923667996821
Gene948	0.001352147120278172	False	1.0	0.001352147120278172	False	0.001352147120278172	1.0	0.001352147120278172	1.0	0.001352147120278172	1.0	0.001352147120278172	1.0	0.001352147120278172	1.0	0.001352147120278172	1.0	0.001352147120278172
Gene949	1.1528581763420981e-05	False	1.0	1.1528581763420981e-05	False	1.1528581763420981e-05	1.0	1.1528581763420981e-05	1.0	1.1528581763420981e-05	1.0	1.1528581763420981e-05	1.0	1.1528581763420981e-05	1.0	1.1528581763420981e-05	1.0	1.1528581763420981e-05
Gene950	0.014463414260590399	False	1.0	0.014463414260590399	False	0.014463414260590399	1.0	0.014463414260590399	1.0	0.014463414260590399	1.0	0.014463414260590399	1.0	0.014463414260590399	1.0	0.014463414260590399	1.0	0.014463414260590399
Gene951	0.011389099521026977	False	1.0	0.011389099521026977	False	0.011389099521026977	1.0	0.011389099521026977	1.0	0.011389099521026977	1.0	0.011389099521026977	1.0	0.011389099521026977	1.0	0.011389099521026977	1.0	0.011389099521026977
Gene952	0.07565720210302218	False	1.0	0.07565720210302218	False	0.07565720210302218	1.0	0.07565720210302218	1.0	0.07565720210302218	1.0	0.07565720210302218	1.0	0.07565720210302218	1.0	0.07565720210302218	1.0	0.07565720210302218
Gene953	0.012448571054689916	False	1.0	0.012448571054689916	False	0.012448571054689916	1.0	0.012448571054689916	1.0	0.012448571054689916	1.0	0.012448571054689916	1.0	0.012448571054689916	1.0	0.012448571054689916	1.0	0.012448571054689916
Gene954	0.17785468027432424	False	1.0	0.17785468027432424	False	0.17785468027432424	1.0	0.17785468027432424	1.0	0.17785468027432424	1.0	0.17785468027432424	1.0	0.17785468027432424	1.0	0.17785468027432424	1.0	0.17785468027432424
Gene955	0.05376445239781434	False	1.0	0.05376445239781434	False	0.05376445239781434	1.0	0.05376445239781434	1.0	0.05376445239781434	1.0	0.05376445239781434	1.0	0.05376445239781434	1.0	0.05376445239781434	1.0	0.05376445239781434
Gene956	0.00015964662566134234	False	1.0	0.00015964662566134234	False	0.00015964662566134234	1.0	0.00015964662566134234	1.0	0.00015964662566134234	1.0	0.00015964662566134234	1.0	0.00015964662566134234	1.0	0.00015964662566134234	1.0	0.00015964662566134234
Gene957	1.8388333001858805e-05	False	1.0	1.8388333001858805e-05	False	1.8388333001858805e-05	1.0	1.8388333001858805e-05	1.0	1.8388333001858805e-05	1.0	1.8388333001858805e-05	1.0	1.8388333001858805e-05	1.0	1.8388333001858805e-05	1.0	1.8388333001858805e-05
Gene958	0.02193264943892178	False	1.0	0.02193264943892178	False	0.02193264943892178	1.0	0.02193264943892178	1.0	0.02193264943892178	1.0	0.02193264943892178	1.0	0.02193264943892178	1.0	0.02193264943892178	1.0	0.02193264943892178
Gene959	0.039702698672949635	False	1.0	0.039702698672949635	False	0.039702698672949635	1.0	0.039702698672949635	1.0	0.039702698672949635	1.0	0.039702698672949635	1.0	0.039702698672949635	1.0	0.039702698672949635	1.0	0.039702698672949635
Gene960	0.20495832539176748	False	1.0	0.20495832539176748	False	0.20495832539176748	1.0	0.20495832539176748	1.0	0.20495832539176748	1.0	0.20495832539176748	2.3317356392229236	0.4779086318714329	1.0	0.20495832539176748	1.0	0.20495832539176748
Gene961	0.00114313003510992	False	1.0	0.00114313003510992	False	0.00114313003510992	1.0	0.00114313003510992	1.0	0.00114313003510992	1.0	0.00114313003510992	1.0	0.00114313003510992	1.0	0.00114313003510992	1.0	0.00114313003510992
Gene962	0.05403164336872462	False	1.0	0.05403164336872462	False	0.05403164336872462	1.0	0.05403164336872462	1.0	0.05403164336872462	1.0	0.05403164336872462	1.0	0.05403164336872462	1.0	0.05403164336872462	1.0	0.05403164336872462
Gene963	0.0058478571066817	False	1.0	0.0058478571066817	False	0.0058478571066817	1.0	0.0058478571066817	1.0	0.0058478571066817	1.0	0.0058478571066817	1.0	0.0058478571066817	1.3989913302488952	0.008181101392782086	1.0	0.0058478571066817
Gene964	0.05731710581282764	False	1.0	0.05731710581282764	False	0.05731710581282764	1.0	0.05731710581282764	1.0	0.05731710581282764	1.0	0.05731710581282764	1.0	0.05731710581282764	1.0	0.05731710581282764	1.0	0.05731710581282764
Gene965	0.08380136365031192	False	1.0	0.08380136365031192	False	0.08380136365031192	1.0	0.08380136365031192	1.0	0.08380136365031192	1.0	0.08380136365031192	1.0	0.08380136365031192	1.0	0.08380136365031192	1.0	0.08380136365031192
Gene966	0.003495351160960074	False	1.0	0.003495351160960074	False	0.003495351160960074	1.0	0.003495351160960074	1.0	0.003495351160960074	1.0	0.003495351160960074	1.0	0.003495351160960074	1.0	0.003495351160960074	1.0	0.003495351160960074
Gene967	0.020536984152701266	False	1.0	0.020536984152701266	False	0.020536984152701266	1.0	0.020536984152701266	2.786023947919733	0.05721652966747377	1.0	0.020536984152701266	1.0	0.020536984152701266	1.0	0.020536984152701266	1.0	0.020536984152701266
Gene968	0.01095263941970619	False	1.0	0.01095263941970619	False	0.01095263941970619	1.0	0.01095263941970619	1.0	0.01095263941970619	1.0	0.01095263941970619	1.0	0.01095263941970619	1.0	0.01095263941970619	1.0	0.01095263941970619
Gene969	0.003075839898935123	False	1.0	0.003075839898935123	False	0.003075839898935123	1.0	0.003075839898935123	1.0	0.003075839898935123	1.0	0.003075839898935123	1.0	0.003075839898935123	1.0	0.003075839898935123	1.0	0.003075839898935123
Gene970	0.013824638230308517	False	1.0	0.013824638230308517	False	0.013824638230308517	1.0	0.013824638230308517	1.0	0.013824638230308517	1.0	0.013824638230308517	1.0	0.013824638230308517	1.0	0.013824638230308517	1.0	0.013824638230308517
Gene971	0.007250768634271355	False	1.0	0.007250768634271355	False	0.007250768634271355	1.0	0.007250768634271355	1.0	0.007250768634271355	1.0	0.007250768634271355	1.0	0.007250768634271355	1.0	0.007250768634271355	1.0	0.007250768634271355
Gene972	0.11250207693022424	False	1.0	0.11250207693022424	False	0.11250207693022424	1.0	0.11250207693022424	1.0	0.11250207693022424	1.0	0.11250207693022424	1.0	0.11250207693022424	1.0	0.11250207693022424	1.0	0.11250207693022424
Gene973	0.03656063114301451	False	1.0	0.03656063114301451	False	0.03656063114301451	1.0	0.03656063114301451	1.0	0.03656063114301451	1.0	0.03656063114301451	1.0	0.03656063114301451	1.0	0.03656063114301451	1.0	0.03656063114301451
Gene974	0.028677855126986736	False	1.0	0.028677855126986736	False	0.028677855126986736	1.0	0.028677855126986736	1.0	0.028677855126986736	1.0	0.028677855126986736	1.0	0.028677855126986736	1.0	0.028677855126986736	1.0	0.028677855126986736
Gene975	0.005590087341538177	False	1.0	0.005590087341538177	False	0.005590087341538177	1.0	0.005590087341538177	1.0	0.005590087341538177	1.0	0.005590087341538177	1.0	0.005590087341538177	1.0	0.005590087341538177	1.0	0.005590087341538177
Gene976	0.004235081412621258	False	1.0	0.004235081412621258	False	0.004235081412621258	1.0	0.004235081412621258	1.0	0.004235081412621258	1.0	0.004235081412621258	1.0	0.004235081412621258	1.0	0.004235081412621258	1.0	0.004235081412621258
Gene977	0.09616200479380835	False	1.0	0.09616200479380835	False	0.09616200479380835	1.0	0.09616200479380835	1.0	0.09616200479380835	1.0	0.09616200479380835	1.0	0.09616200479380835	1.0	0.09616200479380835	1.0	0.09616200479380835
Gene978	6.260588484609086e-05	False	1.0	6.260588484609086e-05	False	6.260588484609086e-05	1.0	6.260588484609086e-05	1.0	6.260588484609086e-05	1.0	6.260588484609086e-05	1.0	6.260588484609086e-05	1.0	6.260588484609086e-05	1.0	6.260588484609086e-05
Gene979	5.076200176385642e-06	False	1.0	5.076200176385642e-06	False	5.076200176385642e-06	1.0	5.076200176385642e-06	1.0	5.076200176385642e-06	1.0	5.076200176385642e-06	1.0	5.076200176385642e-06	1.0	5.076200176385642e-06	1.0	5.076200176385642e-06
Gene980	2.2522002080031187e-05	False	1.0	2.2522002080031187e-05	False	2.2522002080031187e-05	1.0	2.2522002080031187e-05	1.0	2.2522002080031187e-05	1.0	2.2522002080031187e-05	1.0	2.2522002080031187e-05	1.0	2.2522002080031187e-05	1.0	2.2522002080031187e-05
Gene981	0.010119884699144863	False	1.0	0.010119884699144863	False	0.010119884699144863	1.0	0.010119884699144863	1.0	0.010119884699144863	1.0	0.010119884699144863	1.0	0.010119884699144863	1.0	0.010119884699144863	1.0	0.010119884699144863
Gene982	0.16754323952543765	False	1.0	0.16754323952543765	False	0.16754323952543765	1.0	0.16754323952543765	1.0	0.16754323952543765	1.0	0.16754323952543765	1.0	0.16754323952543765	1.0	0.16754323952543765	1.0	0.16754323952543765
Gene983	0.007533813073357544	False	1.0	0.007533813073357544	False	0.007533813073357544	1.0	0.007533813073357544	1.0	0.007533813073357544	1.0	0.007533813073357544	1.0	0.007533813073357544	1.0	0.007533813073357544	1.0	0.007533813073357544
Gene984	0.1929355674061892	False	1.0	0.1929355674061892	False	0.1929355674061892	1.0	0.1929355674061892	1.0	0.1929355674061892	1.0	0.1929355674061892	1.0	0.1929355674061892	1.0	0.1929355674061892	1.0	0.1929355674061892
Gene985	9.99288844330502e-05	False	1.0	9.99288844330502e-05	False	9.99288844330502e-05	1.0	9.99288844330502e-05	1.0	9.99288844330502e-05	1.0	9.99288844330502e-05	1.0	9.99288844330502e-05	1.0	9.99288844330502e-05	1.0	9.99288844330502e-05
Gene986	0.02255453590396834	False	1.0	0.02255453590396834	False	0.02255453590396834	1.0	0.02255453590396834	1.0	0.02255453590396834	1.0	0.02255453590396834	1.0	0.02255453590396834	7.1556337225285995	0.16139199771041793	1.0	0.02255453590396834
Gene987	0.16462580476753244	False	1.0	0.16462580476753244	False	0.16462580476753244	1.0	0.16462580476753244	1.0	0.16462580476753244	1.0	0.16462580476753244	1.0	0.16462580476753244	1.0	0.16462580476753244	1.0	0.16462580476753244
Gene988	0.04184307084733897	False	1.0	0.04184307084733897	False	0.04184307084733897	1.0	0.04184307084733897	1.0	0.04184307084733897	1.0	0.04184307084733897	1.0	0.04184307084733897	1.0	0.04184307084733897	1.0	0.04184307084733897
Gene989	3.671191407257188e-05	False	1.0	3.671191407257188e-05	False	3.671191407257188e-05	1.0	3.671191407257188e-05	1.0	3.671191407257188e-05	1.0	3.671191407257188e-05	1.0	3.671191407257188e-05	1.0	3.671191407257188e-05	4.150518778581238	0.00015237348875587038
Gene990	0.00038885260137213956	False	1.0	0.00038885260137213956	False	0.00038885260137213956	1.0	0.00038885260137213956	1.0	0.00038885260137213956	1.0	0.00038885260137213956	1.0	0.00038885260137213956	1.0	0.00038885260137213956	1.0	0.00038885260137213956
Gene991	0.011045376898491551	False	1.0	0.011045376898491551	False	0.011045376898491551	1.0	0.011045376898491551	1.0	0.011045376898491551	1.0	0.011045376898491551	1.0	0.011045376898491551	1.0	0.011045376898491551	1.0	0.011045376898491551
Gene992	0.08581054645804967	False	1.0	0.08581054645804967	False	0.08581054645804967	1.0	0.08581054645804967	1.0	0.08581054645804967	1.0	0.08581054645804967	1.0	0.08581054645804967	1.0	0.08581054645804967	1.0	0.08581054645804967
Gene993	7.200365624733145e-08	False	1.0	7.200365624733145e-08	False	7.200365624733145e-08	1.0	7.200365624733145e-08	1.0	7.200365624733145e-08	1.0	7.200365624733145e-08	1.0	7.200365624733145e-08	1.0	7.200365624733145e-08	1.0	7.200365624733145e-08
Gene994	0.0817868417714788	False	1.0	0.0817868417714788	False	0.0817868417714788	1.0	0.0817868417714788	1.0	0.0817868417714788	1.0	0.0817868417714788	1.0	0.0817868417714788	1.0	0.0817868417714788	1.0	0.0817868417714788
Gene995	0.025609126418768637	False	1.0	0.025609126418768637	False	0.025609126418768637	1.0	0.025609126418768637	1.0	0.025609126418768637	1.0	0.025609126418768637	1.0	0.025609126418768637	1.0	0.025609126418768637	1.0	0.025609126418768637
Gene996	0.014537318206841107	False	1.0	0.014537318206841107	False	0.014537318206841107	1.0	0.014537318206841107	1.0	0.014537318206841107	1.0	0.014537318206841107	1.0	0.014537318206841107	1.0	0.014537318206841107	1.0	0.014537318206841107
Gene997	0.0003879684454471336	False	1.0	0.0003879684454471336	False	0.0003879684454471336	1.0	0.0003879684454471336	1.0	0.0003879684454471336	1.0	0.0003879684454471336	1.0	0.0003879684454471336	1.0	0.0003879684454471336	1.0	0.0003879684454471336
Gene998	0.027547201673360958	False	1.0	0.027547201673360958	False	0.027547201673360958	1.0	0.027547201673360958	1.0	0.027547201673360958	1.0	0.027547201673360958	1.0	0.027547201673360958	1.0	0.027547201673360958	1.0	0.027547201673360958
Gene999	0.060832567129046375	False	1.0	0.060832567129046375	False	0.060832567129046375	1.0	0.060832567129046375	1.0	0.060832567129046375	1.0	0.060832567129046375	1.0	0.060832567129046375	1.0	0.060832567129046375	1.0	0.060832567129046375
Gene1000	0.33464261368381043	False	1.0	0.33464261368381043	False	0.33464261368381043	1.0	0.33464261368381043	1.0	0.33464261368381043	1.0	0.33464261368381043	1.0	0.33464261368381043	1.0	0.33464261368381043	1.0	0.33464261368381043
Gene1001	0.07459396070667916	False	1.0	0.07459396070667916	False	0.07459396070667916	1.0	0.07459396070667916	1.0	0.07459396070667916	1.0	0.07459396070667916	1.0	0.07459396070667916	1.0	0.07459396070667916	1.0	0.07459396070667916
Gene1002	0.002114085107319915	False	1.0	0.002114085107319915	False	0.002114085107319915	1.0	0.002114085107319915	1.0	0.002114085107319915	9.65985634703819	0.020421758442123194	1.0	0.002114085107319915	1.0	0.002114085107319915	1.0	0.002114085107319915
Gene1003	0.02144432111901152	False	1.0	0.02144432111901152	False	0.02144432111901152	1.0	0.02144432111901152	1.0	0.02144432111901152	1.0	0.02144432111901152	1.0	0.02144432111901152	5.0213273527067175	0.10767895619511887	1.0	0.02144432111901152
Gene1004	0.003904585070358873	False	1.0	0.003904585070358873	False	0.003904585070358873	1.0	0.003904585070358873	1.0	0.003904585070358873	1.0	0.003904585070358873	1.0	0.003904585070358873	1.0	0.003904585070358873	1.0	0.003904585070358873
Gene1005	0.0001650299554012573	False	1.0	0.0001650299554012573	False	0.0001650299554012573	1.0	0.0001650299554012573	1.0	0.0001650299554012573	1.0	0.0001650299554012573	1.0	0.0001650299554012573	1.0	0.0001650299554012573	1.0	0.0001650299554012573
Gene1006	2.3215260551573147e-06	False	1.0	2.3215260551573147e-06	False	2.3215260551573147e-06	1.0	2.3215260551573147e-06	1.0	2.3215260551573147e-06	1.0	2.3215260551573147e-06	1.0	2.3215260551573147e-06	1.0	2.3215260551573147e-06	1.0	2.3215260551573147e-06
Gene1007	8.45777709029473e-05	False	1.0	8.45777709029473e-05	False	8.45777709029473e-05	1.0	8.45777709029473e-05	1.0	8.45777709029473e-05	1.0	8.45777709029473e-05	1.0	8.45777709029473e-05	1.0	8.45777709029473e-05	1.0	8.45777709029473e-05
Gene1008	0.0014808903219025269	False	1.0	0.0014808903219025269	False	0.0014808903219025269	1.0	0.0014808903219025269	1.0	0.0014808903219025269	1.0	0.0014808903219025269	1.0	0.0014808903219025269	1.0	0.0014808903219025269	1.0	0.0014808903219025269
Gene1009	0.039478785519298974	False	1.0	0.039478785519298974	False	0.039478785519298974	1.0	0.039478785519298974	1.0	0.039478785519298974	1.0	0.039478785519298974	1.0	0.039478785519298974	1.0	0.039478785519298974	1.0	0.039478785519298974
Gene1010	0.07570004479041692	False	1.0	0.07570004479041692	False	0.07570004479041692	1.0	0.07570004479041692	1.0	0.07570004479041692	1.0	0.07570004479041692	1.0	0.07570004479041692	1.0	0.07570004479041692	1.0	0.07570004479041692
Gene1011	0.0017532882012945387	False	1.0	0.0017532882012945387	False	0.0017532882012945387	1.0	0.0017532882012945387	1.0	0.0017532882012945387	1.0	0.0017532882012945387	1.0	0.0017532882012945387	1.0	0.0017532882012945387	1.0	0.0017532882012945387
Gene1012	0.08227157158067383	False	1.0	0.08227157158067383	False	0.08227157158067383	1.0	0.08227157158067383	1.0	0.08227157158067383	1.0	0.08227157158067383	1.0	0.08227157158067383	1.0	0.08227157158067383	1.0	0.08227157158067383
Gene1013	8.03855846342159e-05	False	1.0	8.03855846342159e-05	False	8.03855846342159e-05	1.0	8.03855846342159e-05	1.0	8.03855846342159e-05	1.0	8.03855846342159e-05	1.0	8.03855846342159e-05	1.0	8.03855846342159e-05	1.0	8.03855846342159e-05
Gene1014	0.08538783801541855	False	1.0	0.08538783801541855	False	0.08538783801541855	1.0	0.08538783801541855	1.0	0.08538783801541855	1.0	0.08538783801541855	1.0	0.08538783801541855	1.0	0.08538783801541855	3.0189784227605005	0.2577840405347174
Gene1015	0.027174526980373627	False	1.0	0.027174526980373627	False	0.027174526980373627	8.252403817893118	0.22425517020227487	1.0	0.027174526980373627	1.0	0.027174526980373627	1.0	0.027174526980373627	1.0	0.027174526980373627	1.0	0.027174526980373627
Gene1016	0.0016256039190236347	False	1.0	0.0016256039190236347	False	0.0016256039190236347	1.0	0.0016256039190236347	1.0	0.0016256039190236347	1.0	0.0016256039190236347	1.0	0.0016256039190236347	1.0	0.0016256039190236347	1.0	0.0016256039190236347
Gene1017	0.00946578984543374	False	1.0	0.00946578984543374	False	0.00946578984543374	1.0	0.00946578984543374	1.0	0.00946578984543374	1.0	0.00946578984543374	1.0	0.00946578984543374	1.0	0.00946578984543374	1.0	0.00946578984543374
Gene1018	0.001539224576607879	False	1.0	0.001539224576607879	False	0.001539224576607879	1.0	0.001539224576607879	1.0	0.001539224576607879	1.0	0.001539224576607879	1.0	0.001539224576607879	1.0	0.001539224576607879	1.0	0.001539224576607879
Gene1019	0.03397852992685976	False	1.0	0.03397852992685976	False	0.03397852992685976	1.0	0.03397852992685976	1.0	0.03397852992685976	1.0	0.03397852992685976	1.0	0.03397852992685976	1.0	0.03397852992685976	1.0	0.03397852992685976
Gene1020	0.0022920626783883044	False	1.0	0.0022920626783883044	False	0.0022920626783883044	1.0	0.0022920626783883044	1.0	0.0022920626783883044	1.0	0.0022920626783883044	1.0	0.0022920626783883044	1.0	0.0022920626783883044	1.0	0.0022920626783883044
Gene1021	0.004910786599560499	False	1.0	0.004910786599560499	False	0.004910786599560499	1.0	0.004910786599560499	1.0	0.004910786599560499	1.0	0.004910786599560499	4.0814485619404675	0.020043122904772715	1.0	0.004910786599560499	1.0	0.004910786599560499
Gene1022	0.014158294733931372	False	1.0	0.014158294733931372	False	0.014158294733931372	1.0	0.014158294733931372	1.0	0.014158294733931372	1.0	0.014158294733931372	1.0	0.014158294733931372	1.0	0.014158294733931372	1.0	0.014158294733931372
Gene1023	0.1287272405681365	False	1.0	0.1287272405681365	False	0.1287272405681365	1.0	0.1287272405681365	1.0	0.1287272405681365	1.0	0.1287272405681365	1.0	0.1287272405681365	1.0	0.1287272405681365	1.0	0.1287272405681365
Gene1024	3.470317682053876e-05	False	1.0	3.470317682053876e-05	False	3.470317682053876e-05	1.0	3.470317682053876e-05	1.0	3.470317682053876e-05	1.0	3.470317682053876e-05	1.0	3.470317682053876e-05	1.0	3.470317682053876e-05	1.0	3.470317682053876e-05
Gene1025	0.041564329280260284	False	1.0	0.041564329280260284	False	0.041564329280260284	1.0	0.041564329280260284	21.875646669410543	0.909246581386009	1.0	0.041564329280260284	1.0	0.041564329280260284	1.0	0.041564329280260284	1.0	0.041564329280260284
Gene1026	0.061250336906597216	False	1.0	0.061250336906597216	False	0.061250336906597216	1.0	0.061250336906597216	1.0	0.061250336906597216	1.0	0.061250336906597216	1.0	0.061250336906597216	1.0	0.061250336906597216	1.0	0.061250336906597216
Gene1027	0.12945618238209639	False	1.0	0.12945618238209639	False	0.12945618238209639	1.0	0.12945618238209639	1.0	0.12945618238209639	1.0	0.12945618238209639	1.0	0.12945618238209639	1.0	0.12945618238209639	1.0	0.12945618238209639
Gene1028	0.10917209256839763	False	1.0	0.10917209256839763	False	0.10917209256839763	1.0	0.10917209256839763	1.0	0.10917209256839763	1.0	0.10917209256839763	1.0	0.10917209256839763	1.0	0.10917209256839763	1.0	0.10917209256839763
Gene1029	0.016401610672096743	False	1.0	0.016401610672096743	False	0.016401610672096743	1.0	0.016401610672096743	1.0	0.016401610672096743	1.0	0.016401610672096743	1.0	0.016401610672096743	1.0	0.016401610672096743	1.0	0.016401610672096743
Gene1030	0.009146266429422801	False	1.0	0.009146266429422801	False	0.009146266429422801	1.0	0.009146266429422801	1.0	0.009146266429422801	1.0	0.009146266429422801	1.0	0.009146266429422801	1.0	0.009146266429422801	1.0	0.009146266429422801
Gene1031	0.015286646743147484	False	1.0	0.015286646743147484	False	0.015286646743147484	1.0	0.015286646743147484	1.0	0.015286646743147484	1.0	0.015286646743147484	1.0	0.015286646743147484	1.0	0.015286646743147484	1.0	0.015286646743147484
Gene1032	5.468724495339523e-08	False	1.0	5.468724495339523e-08	False	5.468724495339523e-08	1.0	5.468724495339523e-08	1.0	5.468724495339523e-08	1.0	5.468724495339523e-08	1.0	5.468724495339523e-08	1.0	5.468724495339523e-08	1.0	5.468724495339523e-08
Gene1033	0.009480144076354783	False	1.0	0.009480144076354783	False	0.009480144076354783	1.0	0.009480144076354783	1.0	0.009480144076354783	1.0	0.009480144076354783	1.0	0.009480144076354783	1.0	0.009480144076354783	1.0	0.009480144076354783
