	TSNE1	TSNE2
Cell629	23.821036992348596	-14.155643908605292
Cell630	3.202854625947422	-32.45845508699269
Cell631	13.368540075098908	-21.15781533904122
Cell632	-18.002586170743957	-10.780437971078035
Cell633	0.7115751482610029	-9.684765876770008
Cell634	23.64326318307569	10.620453109477587
Cell635	-15.643577176957875	13.44598371601398
Cell636	14.496366262225667	-20.76473969346471
Cell637	-16.410296897344516	-10.09577015334544
Cell638	0.6429959116026078	-5.561398903105546
Cell639	-24.14761968524238	-14.713589221612414
Cell640	-2.725822128816996	-2.8144840123943258
Cell641	25.334572871991153	18.93876594627066
Cell642	29.549137331503246	0.7647336421711877
Cell643	5.200842568102043	-28.113754088730264
Cell644	0.6235905554121417	0.24726517681512944
Cell645	-1.1461233970482714	-7.045751159879953
Cell646	-30.134834814401085	14.258344842454699
Cell647	13.658003328553393	-1.0446529055755025
Cell648	29.284830804241665	0.17609801092541302
Cell649	3.4200359545083208	20.928133221487688
Cell650	2.6903293765974863	18.13914826429308
Cell651	5.167148940168855	18.672945182962035
Cell652	3.0417497863597758	15.366969008549543
Cell653	-20.53797337132792	13.602942611063963
Cell654	-9.427150495440552	8.304581633291734
Cell655	22.889636126847122	-14.943931453403595
Cell656	2.6000781431191546	-0.6599068383601053
Cell657	-26.02141107123969	-13.948205493972344
Cell658	-17.991647790976643	-13.645418988529991
Cell659	29.73877637536922	-5.112674238371243
Cell660	-20.563480456333913	13.36504636826942
Cell661	-20.6057837641271	11.04728719517669
Cell662	25.088076639159894	18.73545007828194
Cell663	2.7912348400773492	-34.95901700199053
Cell664	-23.280267229598746	11.404508234961634
Cell665	-4.327853463661364	23.094642916847487
Cell666	3.26476631139681	-1.9529775622031578
Cell667	21.716847831420157	14.035131528152034
Cell668	-25.378699897423225	-18.95005069134351
Cell669	2.592218555721716	15.541561575636939
Cell670	5.067727433322994	24.253852149570474
Cell671	-13.503844961672748	16.86870902439693
Cell672	23.672985206002085	21.479335425963402
Cell673	-0.1216071223688326	-4.787265529428867
Cell674	2.0208972049727896	-27.63551309562809
Cell675	29.71198262959291	-2.0739516342313875
Cell676	4.649909998169603	-0.4067652419304727
Cell677	-18.81931837357144	9.74893228684602
Cell678	-1.42601789370176	29.406567228150973
Cell679	-25.78032971953077	12.662332278294022
Cell680	5.545560855585161	-30.855838733701805
Cell681	28.417231547431054	-1.6871981880945257
Cell682	4.587712357266566	-4.686255609110371
Cell683	-15.166975958603231	-5.644847228852734
Cell684	6.980153070747218	1.276349203426895
Cell685	-26.467776027103326	14.904421968779873
Cell686	5.160180602385061	-28.535228188815825
Cell687	-20.46044370374104	5.418348052769271
Cell688	-4.815185730824804	23.494137181309057
Cell689	26.28830499667503	20.11180416095878
Cell690	-18.873270900662554	8.642458746570574
Cell691	-16.34217800083157	-3.121533161986669
Cell692	0.21638873200518008	22.884864859079755
Cell693	-30.187306404232146	14.012499533366348
Cell694	17.35354355800854	-20.15481778943109
Cell695	5.303059162880511	-23.821919789788847
Cell696	-23.297964874528454	-16.89036284832585
Cell697	14.69299668418674	6.276260592469955
Cell698	0.8467333141081695	19.716593136710095
Cell699	-21.259239115719456	9.2126670945909
Cell700	-25.156301918313094	15.41174850559056
Cell701	1.3592675986166571	14.142070108890174
Cell702	2.3481291569498506	20.48974697397289
Cell703	-22.25431457907857	-13.012255515067052
Cell704	-24.84838874435457	11.642342155235838
Cell705	16.764189546662713	-3.508534559324807
Cell706	24.36057812412965	11.92530960718825
Cell707	-17.6275775376548	12.41763260836224
Cell708	-0.24602897585306524	-3.227113684804495
Cell709	11.83696309117628	-2.2067515762095886
Cell710	1.0864860659316211	22.27702567936803
Cell711	-2.131956108660018	-7.878433183049149
Cell712	-0.7148710418521378	-10.962141549312758
Cell713	0.4615008417051786	24.396025358765804
Cell714	-20.90541115222736	-19.10848461865213
Cell715	11.274971657915307	-1.669137496259703
Cell716	2.702515127483663	0.11041222682566523
Cell717	-14.406669261514923	11.80078585777496
Cell718	0.050990541750787176	26.49611216707014
Cell719	-21.408853443233102	-21.233814667215174
Cell720	11.021550522550106	-19.205949394118708
Cell721	-21.770751195140026	-16.849431455040147
Cell722	6.729140112330871	22.542585171625394
Cell723	-25.365674744579472	-21.201682520388957
Cell724	15.46220582824957	-5.170931845982608
Cell725	10.865718431065048	-21.536953283476617
Cell726	-24.141931816499124	-13.82934545089472
Cell727	2.7613048121682358	26.9767964209247
Cell728	8.069309193987223	-18.398992516451585
Cell729	1.192735196171329	20.08491106796468
Cell730	3.762220600776703	-1.0697073908149257
Cell731	11.471626018673035	-20.23849630830919
Cell732	30.54604890995194	2.0917594907721173
Cell733	9.491815883456061	-26.32935267590327
Cell734	4.834717545753311	-2.458085621534134
Cell735	2.1503883904722243	24.132909607540878
Cell736	-22.571308994131236	9.595070748073654
Cell737	-17.86951289806276	-7.962763340532177
Cell738	-0.533173500144748	20.340064133006805
Cell739	0.9448083333180153	31.655346011504363
Cell740	3.669437982245589	-29.20299241765365
Cell741	-24.72312366448599	-13.776811055636136
Cell742	1.3215052569789651	30.302403774804098
Cell743	28.9765113235059	4.83929669602363
Cell744	29.342701658237296	4.3343109561208415
Cell745	-1.098061949612762	23.60306929027435
Cell746	1.8224647366692541	21.28519100156457
Cell747	29.493223246422396	15.538873804866602
Cell748	4.74297475161862	16.769302431532648
Cell749	2.410277265264089	20.4633677648084
Cell750	0.8715752831695969	27.244404199083398
Cell751	-0.31143156654269055	32.044072772994
Cell752	24.800148278296042	17.673269446217265
Cell753	-14.796825636241005	-9.690395029793883
Cell754	27.98856380043593	7.492578251277615
Cell755	5.106910525724796	-28.245490261599667
Cell756	-17.84059740065189	14.180425563832777
Cell757	-17.0273069097866	-7.5901669935855605
Cell758	8.60522258075867	-23.22113999556479
Cell759	24.40038232323684	11.492776912981919
Cell760	-27.29301598464769	12.524521037424716
Cell761	-22.11645670846918	-18.077918035278216
Cell762	-26.04371125663648	-19.210426497920757
Cell763	7.9156461529801225	-26.099976084541463
Cell764	-25.65557463256346	11.98168959496057
Cell765	-17.15776448444116	-7.820302907619061
Cell766	18.495242924614974	-17.519583612700274
Cell767	20.808415771890633	-14.906393408958015
Cell768	-22.039925292942716	-10.863021767485504
Cell769	-13.253408638738547	-5.0365986410437085
Cell770	-17.420094449674366	10.991988469598473
Cell771	19.382309444046346	-15.600746534307655
Cell772	-21.208100221844965	-15.808099811700444
Cell773	24.554290906940754	17.53688333829564
Cell774	-20.09870292537193	14.314524767808223
Cell775	2.354564364214904	27.15952913239705
Cell776	22.92145903162487	22.34858324518043
Cell777	-17.71876913429755	-8.866378896937313
Cell778	-1.8758002786975994	24.385500098345904
Cell779	9.674568447511067	-27.694768549840344
Cell780	4.702547968644121	-33.405834070280164
Cell781	28.08304086107326	-1.6849700878072122
Cell782	24.492671777399465	13.041925977049043
Cell783	-2.414501140640128	30.106049863950123
Cell784	-22.73267474035841	-9.405309348504185
Cell785	8.461136510809578	-0.8983760253915597
Cell786	-12.328368327129489	3.14140966630007
Cell787	-29.889082956042326	13.176634575691113
Cell788	17.01919033166288	-1.5586814687936794
Cell789	23.775212367346427	16.731686944877875
Cell790	8.57768128940448	-22.99346464012829
Cell791	-0.8367825170380312	-10.573834862187157
Cell792	8.464775216734216	-0.18766706419040247
Cell793	-28.489514711435373	13.725678966982018
Cell794	-1.4416220447447976	28.89091699421751
Cell795	4.399163268930982	-33.699953240306534
Cell796	26.555275375343072	16.633455126063133
Cell797	-27.0485591027951	-14.780851055594479
Cell798	-3.6189221834481615	-3.4767127792943873
Cell799	-18.245129572539014	11.493860327370394
Cell800	18.03348010535226	-17.15492244774762
Cell801	-23.337684433943	-18.94044772504966
Cell802	9.686724149211093	-23.790998536113726
Cell803	10.680772371083991	-21.39616459703357
Cell804	23.251654973210304	17.462158202615456
Cell805	22.181509860384036	9.107327108250853
Cell806	-18.789255444632275	-8.240605439625105
Cell807	-0.6794436392227767	16.04503098613267
Cell808	-15.795118740156061	12.21598637245601
Cell809	-28.127723063945318	13.36158450733027
Cell810	4.504115293390527	-5.6910118822013285
Cell811	23.70290445593633	9.450209921315494
Cell812	-20.783092659842406	-12.330173436395722
Cell813	23.563138233887653	18.56466964874798
Cell814	2.336787117350774	-2.8077127034434017
Cell815	-18.939742074200822	-15.734730896121524
Cell816	-27.290913449535722	-9.790340867227416
Cell817	1.684909512999913	17.23900251624377
Cell818	6.583016278680904	-25.232887492412438
Cell819	22.016542120016826	-15.782216532850144
Cell820	4.557955333690216	-31.446641889312765
Cell821	13.800173015969294	-20.967022956670178
Cell822	23.858091484002795	18.769740055133777
Cell823	1.3503473617456971	15.383568272209985
Cell824	1.5061960081167005	-33.81774308025979
Cell825	19.707564085694166	-5.039207999128792
Cell826	25.8076518059811	16.57733115391982
Cell827	-28.78525320007197	13.964198358606314
Cell828	-13.218384681386466	11.599879391509148
Cell829	14.387880730095896	6.037371453771708
Cell830	-16.05080016147301	-11.507505843617595
Cell831	-19.312378664498596	12.935741862071525
Cell832	8.421830030121457	-27.24045466894332
Cell833	24.668194880391262	18.472127364896988
Cell834	-16.1974961212149	15.883981105261503
Cell835	-19.61807256968914	10.857493337482495
Cell836	-22.53203161455445	13.014261108778738
Cell837	2.5022426182891753	16.66366533363646
Cell838	7.471047371831896	-24.593528712772706
Cell839	-21.406784220888344	-20.976057366059486
Cell840	-30.70084045074378	15.159447391764354
Cell841	-17.54169942486637	9.087687144053495
Cell842	-16.99326149327917	-5.079052275312424
Cell843	-18.924442392274106	11.2096006107801
Cell844	-15.69559137936581	7.430805276499334
Cell845	-22.468441691683168	-14.125274436030695
Cell846	7.808738777327053	-22.605048863297597
Cell847	-0.0995144216395565	31.11705391323771
Cell848	0.972403594482279	-31.193579556818584
Cell849	-16.148022905905073	-14.918239655999868
Cell850	3.647475504218995	2.6755956975235287
Cell851	-19.96818525437959	-8.73054038948559
Cell852	-22.233691536801143	-18.419444034790907
Cell853	-20.126803532865456	17.524977358952697
Cell854	1.8223954831924176	18.467347737992096
Cell855	-1.0413200586142592	-10.131718991143154
Cell856	4.850801221141228	19.244965106644578
Cell857	0.6230674406858614	-6.99150120940661
Cell858	0.5440903301202503	-8.328807826475947
Cell859	-19.159309618474662	7.4276235584566
Cell860	-22.410217928720723	-13.684371888503787
Cell861	0.8941587359782407	18.026241386736412
Cell862	26.46760993489042	13.91284572016845
Cell863	-22.56497741303671	10.942077771813235
Cell864	23.55987300780598	18.35570297667249
Cell865	-18.07721701880226	-16.648795757778128
Cell866	27.114689387962887	18.845842657597775
Cell867	1.9959855463896925	-6.986305879616298
Cell868	11.71718636483989	-21.58115137717727
Cell869	4.703218559337771	0.7526181688929144
Cell870	-22.854990582617685	-12.534476473071082
Cell871	0.24318957530025762	29.702696134393033
Cell872	-11.841660883261852	10.883766101455448
Cell873	-15.583012054643326	13.49839940070057
Cell874	-18.163866269391352	-8.061567863940407
Cell875	0.9739618810991139	-3.226557764155736
Cell876	8.54661803010909	-27.38638313045056
Cell877	3.8920979996728815	-2.432501000133974
Cell878	6.159617988648356	17.84060547653788
Cell879	28.741557927961566	11.619159973173042
Cell880	-24.99589761608659	12.761166774252949
Cell881	-19.616978428401072	-7.961930925342694
Cell882	-2.3996304336772982	23.058101857134055
Cell883	21.57982857452815	-14.618599610522633
Cell884	23.787778123857507	-14.180293966457983
Cell885	27.919435069779457	15.606980560996481
Cell886	-18.33692784870827	-11.931808684654055
Cell887	15.826620919627832	-1.9460226912845888
Cell888	18.136609480387094	-18.291021058866008
Cell889	7.744728580381365	-0.4552897924264217
Cell890	16.930976343984902	-3.9424464788772355
Cell891	4.169527005878687	-29.20034464704483
Cell892	3.1422734145190105	-5.996834453769521
Cell893	-20.75791483845108	13.38407287607045
Cell894	-26.064067244888456	10.956468056583331
Cell895	17.30145259739627	-19.952729050413563
Cell896	5.006111569531575	-8.207684976451784
Cell897	29.109572714304914	16.246060336508886
Cell898	23.3557183556517	8.729629307831274
Cell899	-24.318917536204566	-16.336864769198687
Cell900	-2.080244019349722	-8.562059244171145
Cell901	1.8018813530514608	-3.528284709050399
Cell902	6.455178875521067	-25.643241873790583
Cell903	-28.559759712797778	-17.828904874702612
Cell904	-0.07972850199706626	5.266853079320625
Cell905	-15.21597196525484	-7.7883704170732075
Cell906	-13.768642081433818	8.675053554150566
Cell907	-17.021973936119558	12.750611370955943
Cell908	2.462781142751202	27.157394802447403
Cell909	5.236733655829638	-27.536096687773007
Cell910	-0.19496254451727757	-11.529041689072274
Cell911	28.789620717767296	4.3445961596088996
Cell912	4.244311626004358	-30.37329761838841
Cell913	-19.09832235459518	14.572974614667134
Cell914	2.682764452656035	-30.158145240470112
Cell915	-16.17512601636889	11.399873103408886
Cell916	4.571913854925657	24.420988565719256
Cell917	-26.149901282228722	16.039013779633056
Cell918	-24.602553526819236	-19.43592984718905
Cell919	29.679264652487824	3.9836441706936223
Cell920	10.461300159918984	-22.31545385268777
Cell921	-28.040283248821723	-15.224450925431869
Cell922	-0.14344186799048883	-9.487068784939744
Cell923	-21.18336950098335	-14.022920847670326
Cell924	3.524218177828858	-30.503577373974164
Cell925	2.870629271027329	26.265038052770485
Cell926	-20.18502439873755	17.809447442712322
Cell927	18.257907827537874	-17.91606553808706
Cell928	21.96325354713163	10.510598323314367
Cell929	10.188382892781345	-23.244058486707573
Cell930	3.6375164008597496	-1.362482435243505
Cell931	26.040068513374116	10.614735106514752
Cell932	3.106905570107707	-34.27844504011758
Cell933	-30.27911548214663	14.979206670310203
Cell934	4.190746001251868	2.226884602303557
Cell935	-20.795972430805605	13.289681620852607
Cell936	0.4912121399014071	24.49724387632237
Cell937	30.858881048359166	-1.7089910708089724
Cell938	-15.69647786352279	11.810788677710269
Cell939	14.376188925313754	-23.032464590561837
Cell940	-0.2283846427081357	-2.2240947976805585
Cell941	0.4268432132034823	-4.192222519414321
Cell942	22.63239944371816	9.728436825625677
Cell943	25.618324950046407	12.313120306967015
Cell944	3.0393769088055227	-30.116607410704564
Cell945	-18.700213102851528	10.052367859823269
Cell946	6.001135379369245	-28.57271732090013
Cell947	21.617094280982183	-14.708330746192306
Cell948	0.282237168121167	16.18289516363721
Cell949	5.336425817606279	-0.7170048934750731
Cell950	-28.35778406837614	13.321868744458055
Cell951	8.999629452889563	-0.6650373646249285
Cell952	-16.174250444726145	1.826827044698521
Cell953	-0.27291733337384755	24.68258120554702
Cell954	-15.313677560204573	-10.985497300547568
Cell955	1.4112311809238594	24.493308770587426
Cell956	-1.4612994750214756	-8.352708221773543
Cell957	0.6887724954007156	21.821274476165975
Cell958	10.59504172820838	-26.589958941821177
Cell959	-19.021177436282695	17.01083861558482
Cell960	-20.481874773134958	10.158642044229632
Cell961	0.27329450410357575	25.859940229725293
Cell962	7.813030089026559	-32.20316698403738
Cell963	3.0295289250551005	0.351766653205628
Cell964	-17.347329848162904	-10.650599146056598
Cell965	27.237488979139936	9.388797345960997
Cell966	2.76234363558022	-31.829783699482938
Cell967	22.51394686914492	10.727929512306105
Cell968	6.031718252126732	1.1995907746053052
Cell969	16.271707892857417	-3.3043731802290988
Cell970	0.8387868834670216	0.46349579248492295
Cell971	-28.240593722904585	-17.823203811368515
Cell972	2.4515629356781905	24.74917353029229
Cell973	-18.406220560141012	-18.953857337208508
Cell974	5.993822845332386	18.876388863085474
Cell975	15.08602604796192	-20.445939182459338
Cell976	-20.839705685467333	-19.93716863498486
Cell977	8.824339174386099	-24.59160050220158
Cell978	30.71061133345003	-1.3971841800828986
Cell979	1.9784128947464215	22.206382865255307
Cell980	25.6819040740962	10.118207281199576
Cell981	-12.48435407781782	13.351837274693965
Cell982	28.120257587334187	2.398201570533612
Cell983	7.2412004700461186	-25.184548039539646
Cell984	11.233847016061135	-1.3822734289902947
Cell985	22.885731815828183	11.693388560510426
Cell986	-4.463706170650407	24.51861627381343
Cell987	19.395447112771283	-4.30256495342003
Cell988	11.789476771718473	-22.46721731398247
Cell989	-24.692683899008614	17.165067180713645
Cell990	23.942686094901063	18.608141859913754
Cell991	10.081676164523655	-1.7321261321228325
Cell992	14.216646111877553	-5.647903444602863
Cell993	3.717174702909495	16.821963407744008
Cell994	-20.22799137503696	12.670988358918743
Cell995	-18.75613284231029	-11.356671153601534
Cell996	-19.82005569508168	17.463667925176427
Cell997	4.7558774245294195	-28.23048804290692
Cell998	1.467753032951633	-5.843166740799822
Cell999	-17.586452139581226	-10.062553757211228
Cell1000	16.186400510485836	-2.387671644564195
Cell1001	3.605617673671747	-26.383847699956185
Cell1002	4.070056637123669	21.932499191625876
Cell1003	-16.55794532608893	8.37768349033494
Cell1004	1.5001686659275029	23.40012848930073
Cell1005	2.8256444919382577	26.950412594856918
Cell1006	14.470267704058266	-4.7046012250153995
Cell1007	0.2705280924915817	-1.7340738425454953
Cell1008	24.16855276858298	12.620789781796873
Cell1009	-14.96118095370996	-11.01307933295382
Cell1010	23.514295704196492	11.340787517494293
Cell1011	14.816447100411931	-4.108865875178845
Cell1012	22.62028039266929	14.37583609480841
Cell1013	-23.891968027003557	-19.311282450184983
Cell1014	2.4856825976861185	-33.956276930462636
Cell1015	0.7894061145458315	-8.62312540624715
Cell1016	-16.670599146353513	11.759378633216421
Cell1017	-12.337439199895861	10.93585489160313
Cell1018	13.013661390705007	-21.86045925171185
Cell1019	-24.293571007440004	-11.77508848244303
Cell1020	6.805529252054651	-2.902587163078058
Cell1021	-25.577272865780813	9.845445721676542
Cell1022	27.956345037893236	13.250299923274293
Cell1023	13.965729112197032	-21.067068265859906
Cell1024	-19.370497057929054	12.11077563093607
Cell1025	-14.878113587290812	-7.530724663650273
Cell1026	-16.226533480207422	16.699261750270544
Cell1027	1.380888273856825	14.723710462382563
Cell1028	3.8090892220642667	-32.69330360877119
Cell1029	-15.556240994477314	6.729493030557958
Cell1030	-23.321143899440163	-22.33204146659294
Cell1031	29.786431046644836	-0.10859760699216973
Cell1032	-0.3703809696185508	29.046314669509368
Cell1033	24.80267914284424	10.20563574439549
Cell1034	4.834590055211765	19.352873407534744
Cell1035	6.211901462253069	-33.92059073617572
Cell1036	22.31384238688223	15.80332170759716
Cell1037	0.43610617643134425	24.389564047576123
Cell1038	3.979696695061944	3.9029931400324336
Cell1039	2.1415477461300356	-34.569715752296965
Cell1040	-16.60038155176543	-8.27050920308355
Cell1041	2.236496085575985	23.04790976826713
Cell1042	23.21718993266563	-13.281514064667604
Cell1043	2.8483931825151	13.740912454980581
Cell1044	23.68463114929738	-13.87750198299289
Cell1045	28.826038275616714	0.5276323609793478
Cell1046	5.229558389283276	26.155034157462232
Cell1047	28.36799454992102	15.471366357649837
Cell1048	-14.373510046839343	-7.495423102937535
Cell1049	14.339515336597636	-2.565450433254017
Cell1050	-20.809763518168857	-5.051340673199973
Cell1051	-27.753551622902858	-9.920633918500249
Cell1052	-21.55225882696855	-10.844080294264131
Cell1053	-12.228229608695667	-8.54448573557251
Cell1054	8.380785183827689	-23.181882237417245
Cell1055	-20.925282605929883	12.882761031937221
Cell1056	-21.644014437352993	-10.513641945689203
Cell1057	-0.7230637745845304	18.026164248614663
Cell1058	2.470757874942134	-32.552831656514236
Cell1059	19.23485183988465	-4.157261635654137
Cell1060	21.681260760173384	18.342507801424123
Cell1061	2.8763019245622643	-33.25903851010001
Cell1062	3.3080126469211715	-28.478273156945484
Cell1063	15.919647438023102	-19.016496686938883
Cell1064	2.343358934115384	13.939354630751202
Cell1065	-14.50939889304813	-6.850933969619438
Cell1066	8.6279996474286	-24.145851006092443
Cell1067	-22.776451314683847	-16.941912529050274
Cell1068	15.075974921722242	-3.6047081800738425
Cell1069	0.12594429665692902	30.790936030367885
Cell1070	-18.00218666094437	-8.710006072537917
Cell1071	17.60194391948	-17.755758461375553
Cell1072	-15.380488467353208	9.365723757117767
Cell1073	-27.1474505272656	13.093957765479352
Cell1074	24.279234283073073	8.330387294003424
Cell1075	7.779739762837482	-30.191097572933522
Cell1076	-23.95300905660074	-19.785453231558552
Cell1077	5.428233726615706	-24.671757086443883
Cell1078	4.457795210121982	-31.39283472830688
Cell1079	1.6024197574194048	28.683680381926482
Cell1080	5.553472750734157	17.079492968727614
Cell1081	0.9290344954574729	-33.25641088021922
Cell1082	3.1598271488598475	26.869522374118937
Cell1083	10.771651810379097	-24.787681090773724
Cell1084	8.876064605694351	-0.8089996435070627
Cell1085	-23.31867482948803	-18.99468526413635
Cell1086	-25.597600647661356	-20.112010456369752
Cell1087	-0.8326506706310468	1.3129793254713096
Cell1088	11.06148958158755	-18.82580412452225
Cell1089	-26.632416290946036	-14.309638707113882
Cell1090	-17.8085475218604	11.129934882965376
Cell1091	20.555693457086196	16.245062799723584
Cell1092	4.55433305062006	-23.625561943663723
Cell1093	14.778936436497846	-3.674243756457378
Cell1094	25.031173195700813	16.504864721532794
Cell1095	0.5730731221711328	21.9169971056517
Cell1096	7.508013945209064	-0.34047104296622127
Cell1097	5.200037647906991	-25.100137050457914
Cell1098	-20.62925433339198	14.33206896914789
Cell1099	-21.724164215758094	16.011359138935923
Cell1100	29.025219045980496	0.8687895650820643
Cell1101	1.1440260367502977	23.5765342335496
Cell1102	1.4853281559977929	24.055917136182
Cell1103	-3.1577304777982924	-4.889259833747682
Cell1104	-0.6384819880208992	24.740588546016422
Cell1105	1.596481685932267	27.533292117597732
Cell1106	18.204908559310255	6.930831803386244
Cell1107	-0.781075382691485	28.462848546709804
Cell1108	-24.855016929419488	9.16418356121777
Cell1109	0.2321892549215314	30.39967585043248
Cell1110	0.8995722850264749	-4.213357244142448
Cell1111	-26.92978730873749	-20.790585490547226
Cell1112	-0.706790901167604	-9.93900937573356
Cell1113	-18.054432254799867	-14.10013404680396
Cell1114	3.857237582878129	-3.096710543359352
Cell1115	24.609185809307522	14.63317108661299
Cell1116	-27.026535637468843	13.702875837776626
Cell1117	-22.208514637105207	-19.82241765892323
Cell1118	-14.854368218399834	-9.488564883968511
Cell1119	2.437402530913294	-1.211606042512109
Cell1120	-0.11890351568788876	5.297648697458277
Cell1121	14.581695987774639	8.77190900493207
Cell1122	-14.675713762138882	13.516532563741565
Cell1123	11.533575800467382	-1.14699397135239
Cell1124	-21.28637392168667	-7.654407808923968
Cell1125	28.946241797002305	1.6136754861145657
Cell1126	26.853719169601998	6.965688761616414
Cell1127	16.30872641781419	-4.093548080993879
Cell1128	23.82490476448197	17.212789503968295
Cell1129	-0.7075590177673913	-7.869682037896013
Cell1130	14.509613865110966	8.839294253898439
Cell1131	-22.535694653625534	14.838272353051279
Cell1132	20.996894181756595	7.088790530265308
Cell1133	2.8618840921173625	22.8642949086413
Cell1134	17.59559397672476	-4.736082809405395
Cell1135	-23.466494699538387	9.421359177420664
Cell1136	6.478007368308766	-26.165782163256367
Cell1137	23.36432023437628	7.999861611017023
Cell1138	-17.804979607496644	-5.504998714018895
Cell1139	-15.70538695682084	-15.422290176224276
Cell1140	17.78298176363232	-17.096995792164705
Cell1141	4.188971194790054	0.1321188656921332
Cell1142	-27.029233899875972	-15.730003393037931
Cell1143	-22.51272888837514	-13.853148475567659
Cell1144	0.8468213238333198	-1.7747388802403927
Cell1145	-18.760183242370584	-7.067013683882765
Cell1146	23.96089549885169	7.761901292827772
Cell1147	-15.09782835159192	-7.786360890506841
Cell1148	31.152897482774605	-1.5431344244040963
Cell1149	23.012974738675815	6.621290728582648
Cell1150	-16.26759395090446	-6.754077133226128
Cell1151	9.340319973379813	-1.0853850232646842
Cell1152	25.347318500235584	15.524996318436683
Cell1153	16.127044662705394	-18.89447064722668
Cell1154	-26.688252662564647	-12.688055281200413
Cell1155	-2.3712475406531004	-6.338193155772885
Cell1156	5.39356043827374	-4.8801447324994385
Cell1157	-1.9007752639440356	24.016272329426428
Cell1158	9.798775674547699	-23.53071957895816
Cell1159	6.505572954741212	-29.84995479793058
Cell1160	-28.00550689728587	-9.946705728681323
Cell1161	-23.40322218314774	16.71853129655153
Cell1162	-22.78076526051219	-18.255518333866487
Cell1163	6.6847542512575675	1.5976601978708997
Cell1164	31.511963729307098	-2.489130011649785
Cell1165	16.738209946154562	-20.253800487713388
Cell1166	7.807270181097267	-23.669649237416767
Cell1167	0.7304627401017425	-4.983491238162613
Cell1168	0.7037296173944344	19.108954991273585
Cell1169	10.677952293388355	-25.19952354423932
Cell1170	22.47918405051155	17.076705701330134
Cell1171	-16.291996690378774	-10.459628360722752
Cell1172	-0.06250773860623403	5.252022990121637
Cell1173	3.341056646104253	24.933031306716117
Cell1174	25.08224331989918	7.656692849120932
Cell1175	2.95986948460004	13.343764536017368
Cell1176	8.101936398055853	-2.531713910440166
Cell1177	-0.035160565330732536	23.89300096354526
Cell1178	-1.6293551536661885	17.656417613812724
Cell1179	31.150971556754406	-4.301400580666831
Cell1180	-25.96485856308904	-15.36735140900126
Cell1181	-21.033128971148315	17.82801693336955
Cell1182	-26.464020385500955	13.956801966481
Cell1183	12.822858190265432	-2.828399793992616
Cell1184	5.012632498946005	-8.247938210033974
Cell1185	-19.30644174866581	-3.8745960824753203
Cell1186	-26.66677817946074	10.43520749427887
Cell1187	17.36838813604294	-5.100212802286243
Cell1188	28.33514814044229	7.3734218955134265
Cell1189	7.252507654918691	-28.066188691465992
Cell1190	-27.363372184197992	15.587844180746645
Cell1191	-24.32329797348822	14.913307664669153
Cell1192	3.085145687899652	13.677858087879361
Cell1193	5.943709978090048	-30.574727056612993
Cell1194	5.760165017656317	0.6942156655794657
Cell1195	21.19992242611023	19.703195478784345
Cell1196	-22.175952763576078	-15.753739822075769
Cell1197	29.921060871840304	2.3584738613394167
Cell1198	2.501953175454126	-6.572929576558659
Cell1199	-18.80805749925048	8.029154264380175
Cell1200	25.67841337143147	13.643421967516963
Cell1201	-14.89158621077133	-9.805183304215861
Cell1202	-19.81647589021582	-14.679912475244258
Cell1203	3.2270638132553318	14.125772921372926
Cell1204	23.36968760396995	9.953137704961904
Cell1205	-0.33978879597784806	29.65320170893545
Cell1206	25.446854620818957	18.610789972839154
Cell1207	5.915281931079174	19.015237968936606
Cell1208	-4.453227797585419	23.424223642653576
Cell1209	29.551911183775196	4.260297067813058
Cell1210	-1.7812799272325035	-7.615020094262538
Cell1211	2.3097730231303744	0.028531617572538522
Cell1212	-21.76222133867548	18.28236577463037
Cell1213	8.821634974764624	22.830781202941772
Cell1214	2.369880291402702	20.779287690603855
Cell1215	-12.165567415337566	2.09297103620654
Cell1216	1.6823663932122535	12.957152464071886
Cell1217	-0.7947926654051787	20.292829576658704
Cell1218	2.4409547827184617	20.24586262286776
Cell1219	20.554747345939916	-14.406289240490775
Cell1220	24.366165860432513	15.957466299701863
Cell1221	2.311393051748636	19.674378151816054
Cell1222	-16.15585968563526	-6.619599165033265
Cell1223	-16.489123191762996	-8.912865814240199
Cell1224	-16.296181253399624	15.813218548019268
Cell1225	1.6844980162378291	21.506562403602434
Cell1226	23.33665524554297	-13.797786060676867
Cell1227	0.9172299564199736	28.770689532871295
Cell1228	-4.325239736177383	23.51458138615198
Cell1229	-16.036535830014593	0.9995589270022678
Cell1230	1.5174184489753524	16.64565330042299
Cell1231	-14.823271875718145	6.670000540472637
Cell1232	-25.885476666029785	-14.755682216017394
Cell1233	1.462064293391794	-2.599774673475298
Cell1234	-21.54054898145647	7.396637152291457
Cell1235	-0.0605290592752859	-11.379143628250525
Cell1236	-18.143628630297407	7.092887174177213
Cell1237	26.846737283795942	18.938324186937756
Cell1238	-0.5875807243855733	18.90459544186558
Cell1239	27.014293903479597	19.25579718462392
Cell1240	-0.46047358255521226	26.97983248348002
Cell1241	-0.039268664628736016	-6.177772557626463
Cell1242	7.976577371010063	-22.455312984715928
Cell1243	5.151741412583634	14.006466919473342
Cell1244	29.64028306545031	-0.10460174917831583
Cell1245	6.751098472637973	-31.77723285279474
Cell1246	-15.334573740047569	-7.084792301885787
