	group	libsize	has_program	program_usage	is_doublet	group2
Cell511	6	9937.073790379107	False	0.0	False	-1
Cell512	4	657.9309430656648	False	0.0	False	-1
Cell513	6	1095.975752498232	False	0.0	False	-1
Cell514	2	876.9623755809728	False	0.0	False	-1
Cell515	3	2847.1825830510693	False	0.0	False	-1
Cell516	5	3378.857104302784	False	0.0	False	-1
Cell517	5	704.9587692035607	False	0.0	False	-1
Cell518	2	2612.8381424653185	False	0.0	False	-1
Cell519	1	3766.7146277631177	False	0.0	False	-1
Cell520	5	665.5494736008915	False	0.0	False	-1
Cell521	1	2457.7689223423295	True	0.24889090437153485	False	-1
Cell522	4	2123.603992492896	False	0.0	False	-1
Cell523	1	983.8898945561405	True	0.6347503866255482	False	-1
Cell524	4	2302.367744045807	False	0.0	False	-1
Cell525	3	915.0427025003113	False	0.0	False	-1
Cell526	5	2589.8375085888833	False	0.0	False	-1
Cell527	6	2060.1672950446255	False	0.0	False	-1
Cell528	3	6365.855104264685	True	0.593422904467226	False	-1
Cell529	5	2016.2770487376608	False	0.0	False	-1
Cell530	1	2800.5906891743166	False	0.0	False	-1
Cell531	2	2190.273514470002	False	0.0	False	-1
Cell532	2	2509.996024871921	False	0.0	False	-1
Cell533	6	4814.100251611188	False	0.0	False	-1
Cell534	1	2733.274483418602	True	0.14772685392551388	False	-1
Cell535	2	1348.8530507466567	False	0.0	False	-1
Cell536	2	1287.3889549613984	True	0.1439032059636603	False	-1
Cell537	6	4678.215082287321	False	0.0	False	-1
Cell538	5	685.2358193742281	False	0.0	False	-1
Cell539	3	1091.0217933395431	False	0.0	False	-1
Cell540	3	2393.459674622475	True	0.6169670931654094	False	-1
Cell541	1	21463.424190309117	False	0.0	False	-1
Cell542	4	1998.986568186665	False	0.0	False	-1
Cell543	2	2246.523886189659	False	0.0	False	-1
Cell544	2	2735.03078589064	False	0.0	False	-1
Cell545	1	4181.996887731524	False	0.0	False	-1
Cell546	3	2878.898752906504	True	0.3223867443006661	False	-1
Cell547	4	4848.158313719711	False	0.0	False	-1
Cell548	4	2216.9165632829818	False	0.0	False	-1
Cell549	1	3237.601834829974	True	0.6884585209596609	True	6
Cell550	3	1055.4299142042885	False	0.0	False	-1
Cell551	2	1554.9960632309683	False	0.0	False	-1
Cell552	4	1130.8892050397462	False	0.0	False	-1
Cell553	6	4912.296374622482	False	0.0	False	-1
Cell554	2	1352.8666631640374	True	0.5000517749499549	False	-1
Cell555	4	1641.3683748875933	False	0.0	False	-1
Cell556	2	622.1046246238076	False	0.0	True	4
Cell557	3	4783.0759699503915	False	0.0	False	-1
Cell558	3	2252.9085071267077	False	0.0	False	-1
Cell559	3	1525.4530479547761	False	0.0	False	-1
Cell560	1	9533.355039054431	False	0.0	False	-1
Cell561	1	17686.482273641133	True	0.2595011910191902	False	-1
Cell562	4	6610.992210472266	False	0.0	False	-1
Cell563	3	466.5442238201696	False	0.0	False	-1
Cell564	6	2304.7726673275724	False	0.0	False	-1
Cell565	4	824.6353593635101	False	0.0	False	-1
Cell566	6	839.1051003250706	False	0.0	False	-1
Cell567	6	419.5322403793436	False	0.0	False	-1
Cell568	2	1087.068699621979	False	0.0	False	-1
Cell569	4	1739.4744069725627	False	0.0	False	-1
Cell570	4	1605.5973022598746	False	0.0	False	-1
Cell571	3	9827.074475401903	False	0.0	False	-1
Cell572	4	1066.1378074145402	False	0.0	False	-1
Cell573	3	4646.437447496907	False	0.0	False	-1
Cell574	1	3398.679990989681	False	0.0	False	-1
Cell575	6	977.3421317464508	False	0.0	False	-1
Cell576	4	657.9647015804798	False	0.0	False	-1
Cell577	3	3389.6174975658914	False	0.0	False	-1
Cell578	2	1909.7124720990669	True	0.4541578161141402	False	-1
Cell579	2	3001.4756869586586	False	0.0	False	-1
Cell580	5	2314.4122316941953	False	0.0	False	-1
Cell581	1	1251.750846604623	False	0.0	False	-1
Cell582	1	1334.0765207631362	False	0.0	False	-1
Cell583	5	982.5111184904058	False	0.0	False	-1
Cell584	3	1639.5735367505633	True	0.49994649380045364	False	-1
Cell585	3	1005.9583237177433	False	0.0	False	-1
Cell586	3	2377.2534256694817	True	0.6431746870488753	False	-1
Cell587	2	409.3621552161779	False	0.0	False	-1
Cell588	4	5998.0324906412625	False	0.0	False	-1
Cell589	6	894.1171626701969	False	0.0	False	-1
Cell590	4	1948.1307183261042	False	0.0	False	-1
Cell591	2	830.9689128231656	False	0.0	False	-1
Cell592	6	1616.9714550516046	False	0.0	False	-1
Cell593	4	2806.4070097212193	False	0.0	False	-1
Cell594	1	1503.172333701535	False	0.0	True	5
Cell595	5	3949.944172889552	False	0.0	False	-1
Cell596	1	6675.8016419628675	False	0.0	False	-1
Cell597	3	1538.2621772039856	True	0.6723767508586901	False	-1
Cell598	4	1147.202184912713	False	0.0	False	-1
Cell599	2	996.0668454284132	True	0.22693055172658416	False	-1
Cell600	5	5130.437320468775	False	0.0	False	-1
Cell601	1	1302.7559034654325	True	0.19359452842797237	False	-1
Cell602	1	2628.3862648816253	True	0.3845343523305169	False	-1
Cell603	3	3629.9248510740676	False	0.0	False	-1
Cell604	6	8269.870729462578	False	0.0	False	-1
Cell605	2	1447.1032487320902	True	0.494137058567123	False	-1
Cell606	1	11258.52509886361	False	0.0	False	-1
Cell607	2	6117.57054361133	False	0.0	False	-1
Cell608	6	2926.899396495219	False	0.0	False	-1
Cell609	4	2295.1709865377666	False	0.0	False	-1
Cell610	5	1332.1600731828778	False	0.0	True	6
Cell611	2	2682.3117468001205	False	0.0	False	-1
Cell612	4	2836.8061818142523	False	0.0	False	-1
Cell613	6	756.8475340952465	False	0.0	False	-1
Cell614	5	1552.398057915863	False	0.0	False	-1
Cell615	2	3918.262640927408	True	0.45747219967988906	False	-1
Cell616	2	940.8629601629028	False	0.0	False	-1
Cell617	6	1358.653632449344	False	0.0	False	-1
Cell618	2	1229.1465151996485	False	0.0	False	-1
Cell619	2	1235.7812795648306	True	0.6053025415760908	False	-1
Cell620	5	2407.120768376301	False	0.0	False	-1
Cell621	3	1488.9795137278097	False	0.0	False	-1
Cell622	3	3962.3343591407865	True	0.5489335435741739	False	-1
Cell623	3	7302.257376261932	True	0.5836203779852137	False	-1
Cell624	2	8501.948760453033	False	0.0	False	-1
Cell625	6	3192.4494725228747	False	0.0	False	-1
Cell626	5	3075.66237933735	False	0.0	False	-1
Cell627	3	769.7899359381234	False	0.0	False	-1
Cell628	4	2776.763556751139	False	0.0	False	-1
Cell629	3	1204.5777840002354	True	0.6344776552697101	False	-1
Cell630	3	1352.1825765705055	False	0.0	False	-1
Cell631	3	2516.142241902208	True	0.2310225165667074	False	-1
Cell632	4	2900.309745556598	False	0.0	False	-1
Cell633	2	1065.1541348598082	True	0.11385845842796012	False	-1
Cell634	1	4160.091098213043	False	0.0	False	-1
Cell635	6	899.7152469196137	False	0.0	False	-1
Cell636	3	4294.091891648332	True	0.2324349424898747	False	-1
Cell637	4	3835.4171857527726	False	0.0	False	-1
Cell638	2	1881.5499847987205	True	0.13298533757091074	False	-1
Cell639	4	2359.2800272343743	False	0.0	False	-1
Cell640	2	1991.5170077985451	False	0.0	False	-1
Cell641	1	2962.234289315282	False	0.0	False	-1
Cell642	1	5158.572568506682	True	0.516039881832131	False	-1
Cell643	3	3902.9765450951827	False	0.0	False	-1
Cell644	2	1445.7380711087374	False	0.0	False	-1
Cell645	2	2963.679099720339	False	0.0	False	-1
Cell646	6	1663.2041997562708	False	0.0	False	-1
Cell647	2	787.7516619538317	True	0.1383488333774612	False	-1
Cell648	1	893.9335224464403	True	0.4591505325559301	False	-1
Cell649	5	1114.7870963733083	False	0.0	False	-1
Cell650	5	1350.2538730276865	False	0.0	False	-1
Cell651	5	2418.811694940447	False	0.0	False	-1
Cell652	5	4529.163002832728	False	0.0	False	-1
Cell653	6	3175.100776635229	False	0.0	False	-1
Cell654	6	1751.6905988405938	False	0.0	True	5
Cell655	3	2733.930411075033	True	0.6206955562615467	False	-1
Cell656	2	3000.74305074219	False	0.0	False	-1
Cell657	4	3778.8707785969677	False	0.0	False	-1
Cell658	4	847.4436954315503	False	0.0	False	-1
Cell659	3	367.63626547680036	True	0.6520003881542791	False	-1
Cell660	6	3203.7503757543877	False	0.0	False	-1
Cell661	6	3904.6620346970817	False	0.0	False	-1
Cell662	1	2960.166823773134	False	0.0	False	-1
Cell663	3	1418.1873646194072	False	0.0	False	-1
Cell664	6	6473.84983742031	False	0.0	False	-1
Cell665	5	795.615102378431	False	0.0	False	-1
Cell666	2	1994.0138475843826	False	0.0	False	-1
Cell667	1	1212.6941610914537	False	0.0	False	-1
Cell668	4	2759.367233588188	False	0.0	False	-1
Cell669	5	14330.01274202316	False	0.0	False	-1
Cell670	5	1095.8146721313142	False	0.0	False	-1
Cell671	6	620.2222231637717	False	0.0	False	-1
Cell672	1	1416.7417746515039	False	0.0	False	-1
Cell673	2	11540.937992583828	False	0.0	False	-1
Cell674	3	544.6496248064308	False	0.0	False	-1
Cell675	1	1466.901801041682	True	0.6858087703120928	False	-1
Cell676	2	3516.6977278281624	False	0.0	False	-1
Cell677	6	3059.894159511708	False	0.0	False	-1
Cell678	5	649.6291050945734	False	0.0	False	-1
Cell679	6	1432.8355947775867	False	0.0	False	-1
Cell680	3	4189.855920575753	False	0.0	False	-1
Cell681	1	748.4023617937352	True	0.5009353388756084	False	-1
Cell682	2	3667.286635512027	False	0.0	False	-1
Cell683	4	1006.9837649892619	False	0.0	False	-1
Cell684	2	3704.9586661034436	False	0.0	False	-1
Cell685	6	1677.5123181711044	False	0.0	False	-1
Cell686	3	3147.9998264858878	False	0.0	False	-1
Cell687	6	639.3968861648549	False	0.0	False	-1
Cell688	5	1025.7038348581493	False	0.0	False	-1
Cell689	1	2174.744952876949	False	0.0	False	-1
Cell690	6	5840.4544503931	False	0.0	False	-1
Cell691	4	6160.015736189326	False	0.0	True	5
Cell692	5	3952.658317953491	False	0.0	False	-1
Cell693	6	811.5109092137617	False	0.0	False	-1
Cell694	3	1446.5111949651157	True	0.3886404280590612	False	-1
Cell695	3	1472.4961261367282	False	0.0	False	-1
Cell696	4	2148.256118330019	False	0.0	False	-1
Cell697	1	1682.977179526123	False	0.0	True	2
Cell698	5	4883.470381063783	False	0.0	False	-1
Cell699	6	3597.3833384210557	False	0.0	False	-1
Cell700	6	7087.720519972496	False	0.0	False	-1
Cell701	5	1285.3449491516344	False	0.0	False	-1
Cell702	5	3652.605332010556	False	0.0	False	-1
Cell703	4	5916.035181751003	False	0.0	False	-1
Cell704	6	7773.65040620184	False	0.0	False	-1
Cell705	2	3605.208115366087	True	0.4215341675878195	False	-1
Cell706	1	3312.6050581522372	False	0.0	False	-1
Cell707	6	2959.236980971969	False	0.0	False	-1
Cell708	2	3556.3700532668204	False	0.0	False	-1
Cell709	2	2988.26766443313	True	0.32519320947293107	False	-1
Cell710	5	10621.726361060002	False	0.0	False	-1
Cell711	2	1666.3376418118069	False	0.0	False	-1
Cell712	2	738.8374412172116	False	0.0	False	-1
Cell713	5	3821.8607830605165	False	0.0	False	-1
Cell714	4	1040.5557342880097	False	0.0	False	-1
Cell715	2	6100.459889637566	True	0.20606601771545524	False	-1
Cell716	2	2842.0807294582673	False	0.0	False	-1
Cell717	6	1009.4971151282488	False	0.0	False	-1
Cell718	5	3727.8142323466764	False	0.0	False	-1
Cell719	4	393.6850563226782	False	0.0	False	-1
Cell720	3	3444.1448671898975	False	0.0	True	6
Cell721	4	3472.7387601858413	False	0.0	False	-1
Cell722	5	980.7626502642343	False	0.0	False	-1
Cell723	4	779.4754662828725	False	0.0	False	-1
Cell724	2	2269.3773170950203	True	0.6910587387710468	False	-1
Cell725	3	2735.3930030016436	False	0.0	False	-1
Cell726	4	837.7058298678111	False	0.0	False	-1
Cell727	5	2242.835082170004	False	0.0	False	-1
Cell728	3	674.9943556557798	False	0.0	True	5
Cell729	5	8698.752314202486	False	0.0	False	-1
Cell730	2	10768.735247727915	False	0.0	False	-1
Cell731	3	3364.9536254015643	False	0.0	True	1
Cell732	1	924.8039524460305	True	0.5202844561387236	False	-1
Cell733	3	1991.278950900723	False	0.0	False	-1
Cell734	2	2359.432590966476	False	0.0	False	-1
Cell735	5	5340.809318040569	False	0.0	False	-1
Cell736	6	3773.987921025723	False	0.0	False	-1
Cell737	4	4237.756722110145	False	0.0	False	-1
Cell738	5	1120.0823710268842	False	0.0	False	-1
Cell739	5	578.4396454955979	False	0.0	False	-1
Cell740	3	3466.7630164300826	False	0.0	False	-1
Cell741	4	1594.6142680022692	False	0.0	False	-1
Cell742	5	2320.9379899355104	False	0.0	False	-1
Cell743	1	1559.8809954884584	True	0.32155631940103613	False	-1
Cell744	1	7127.658625146852	True	0.2679628740087464	False	-1
Cell745	5	1436.7830352273893	False	0.0	False	-1
Cell746	5	2329.2257758350775	False	0.0	False	-1
Cell747	1	404.96924185934466	False	0.0	False	-1
Cell748	5	4030.498557125083	False	0.0	False	-1
Cell749	5	15840.99181870293	False	0.0	False	-1
Cell750	5	3154.4577491803134	False	0.0	False	-1
Cell751	5	749.0853519934537	False	0.0	False	-1
Cell752	1	2512.8938221128187	False	0.0	False	-1
Cell753	4	2325.7261124088254	False	0.0	False	-1
Cell754	1	2418.1654390828044	True	0.19029285498967113	False	-1
Cell755	3	1672.4617846850597	False	0.0	False	-1
Cell756	6	1510.1645661190244	False	0.0	False	-1
Cell757	4	16575.552080133755	False	0.0	False	-1
Cell758	3	1931.023966986557	False	0.0	False	-1
Cell759	1	7151.552653513147	False	0.0	False	-1
Cell760	6	989.7919401208089	False	0.0	False	-1
Cell761	4	1830.5194564966541	False	0.0	False	-1
Cell762	4	814.8193882911224	False	0.0	False	-1
Cell763	3	9373.771854563372	False	0.0	False	-1
Cell764	6	2699.9244140797823	False	0.0	False	-1
Cell765	4	8530.261022460632	False	0.0	False	-1
Cell766	3	3735.6826754427484	True	0.35272117259807556	False	-1
Cell767	3	7785.964154599235	True	0.5979780702503107	False	-1
Cell768	4	1168.4555273940894	False	0.0	False	-1
Cell769	4	1942.5994616846303	False	0.0	True	2
Cell770	6	9813.926223875476	False	0.0	False	-1
Cell771	3	450.689399745808	True	0.21130992823458694	False	-1
Cell772	4	873.1931190201259	False	0.0	False	-1
Cell773	1	2407.8531403158017	False	0.0	False	-1
Cell774	6	1703.6610780431863	False	0.0	False	-1
Cell775	5	2158.5353870300505	False	0.0	False	-1
Cell776	1	348.2482723106778	False	0.0	False	-1
Cell777	4	1078.9726429285902	False	0.0	False	-1
Cell778	5	1364.0650071926862	False	0.0	False	-1
Cell779	3	2310.044229684993	False	0.0	False	-1
Cell780	3	1134.2039923000252	False	0.0	False	-1
Cell781	1	1641.2946151912408	True	0.6426454873204378	True	5
Cell782	1	2221.1581839195455	False	0.0	False	-1
Cell783	5	430.0618068197678	False	0.0	False	-1
Cell784	4	2372.323246358044	False	0.0	False	-1
Cell785	2	1770.2557851787756	True	0.4278675142776238	True	2
Cell786	1	218.32573931645263	True	0.6516997576158666	False	-1
Cell787	6	1798.1689009467125	False	0.0	False	-1
Cell788	2	649.715597871174	True	0.5382783983214241	False	-1
Cell789	1	1553.2605625779279	False	0.0	False	-1
Cell790	3	8545.271129442759	False	0.0	False	-1
Cell791	2	354.1889891082142	False	0.0	False	-1
Cell792	2	2267.342242912795	True	0.18701854334799606	False	-1
Cell793	6	1391.0073304081182	False	0.0	False	-1
Cell794	5	4026.9967331741723	False	0.0	False	-1
Cell795	3	2252.196631658893	False	0.0	False	-1
Cell796	1	4130.94880754427	False	0.0	False	-1
Cell797	4	2100.622985380043	False	0.0	False	-1
Cell798	2	564.4903358640114	False	0.0	False	-1
Cell799	6	4919.783753487105	False	0.0	False	-1
Cell800	3	1287.3964181181675	True	0.33108271667322475	False	-1
Cell801	4	5174.574503298894	False	0.0	False	-1
Cell802	3	7039.946686613483	False	0.0	False	-1
Cell803	3	3565.1349602937867	False	0.0	False	-1
Cell804	1	2505.2047342631595	False	0.0	False	-1
Cell805	1	2913.4170016261546	False	0.0	False	-1
Cell806	4	6990.8563312192855	False	0.0	False	-1
Cell807	5	2757.200604087351	False	0.0	False	-1
Cell808	6	2000.4342607563956	False	0.0	False	-1
Cell809	6	2223.804139368533	False	0.0	False	-1
Cell810	2	1250.5924291441888	False	0.0	False	-1
Cell811	1	6117.526616816356	False	0.0	False	-1
Cell812	4	2846.678719776646	False	0.0	False	-1
Cell813	1	2741.3215726216363	False	0.0	False	-1
Cell814	2	739.6776382538008	False	0.0	False	-1
Cell815	4	2229.249591200095	False	0.0	False	-1
Cell816	4	336.8893028592401	False	0.0	False	-1
Cell817	5	1345.2514159123768	False	0.0	False	-1
Cell818	3	2943.5550222866163	False	0.0	False	-1
Cell819	3	4022.6750365302555	True	0.628811911057023	False	-1
Cell820	3	3501.400624171356	False	0.0	False	-1
Cell821	3	987.0043829725448	True	0.3228858536941363	False	-1
Cell822	1	4983.814322561701	False	0.0	False	-1
Cell823	5	4410.036307576177	False	0.0	False	-1
Cell824	3	1224.3441160311206	False	0.0	False	-1
Cell825	2	769.888891894633	True	0.5656858088788512	False	-1
Cell826	1	13923.638778937218	False	0.0	False	-1
Cell827	6	632.61729393036	False	0.0	False	-1
Cell828	6	2302.570305154633	False	0.0	False	-1
Cell829	2	2691.039744556572	False	0.0	True	1
Cell830	4	1783.5373680253665	False	0.0	False	-1
Cell831	6	1308.9771137445125	False	0.0	False	-1
Cell832	3	2677.634945116851	False	0.0	False	-1
Cell833	1	7758.071549514559	False	0.0	False	-1
Cell834	6	2245.5143757016162	False	0.0	False	-1
Cell835	6	3131.131082225417	False	0.0	False	-1
Cell836	6	4402.42825057851	False	0.0	False	-1
Cell837	5	10060.178542795089	False	0.0	False	-1
Cell838	3	3642.7961900655278	False	0.0	False	-1
Cell839	4	1076.1772353033698	False	0.0	False	-1
Cell840	6	369.4615506334855	False	0.0	False	-1
Cell841	6	2272.1380903124095	False	0.0	False	-1
Cell842	4	994.9490682284651	False	0.0	False	-1
Cell843	6	2706.883807746876	False	0.0	False	-1
Cell844	6	1605.841386361249	False	0.0	False	-1
Cell845	4	2750.832636789747	False	0.0	False	-1
Cell846	3	2058.840208899933	False	0.0	False	-1
Cell847	5	610.7002716815778	False	0.0	False	-1
Cell848	3	467.30143079008417	False	0.0	False	-1
Cell849	4	1598.0286883176293	False	0.0	False	-1
Cell850	2	734.5738335997725	True	0.12058417091252256	False	-1
Cell851	4	3882.2546503316676	False	0.0	False	-1
Cell852	4	2160.6531400348244	False	0.0	False	-1
Cell853	6	7195.866791894164	False	0.0	False	-1
Cell854	5	4560.563034712787	False	0.0	False	-1
Cell855	2	1575.3209233377945	False	0.0	False	-1
Cell856	5	1827.1290854445515	False	0.0	False	-1
Cell857	2	1938.197167341345	True	0.14628180151502526	False	-1
Cell858	2	3118.229665486179	False	0.0	False	-1
Cell859	6	1514.4436801177687	False	0.0	False	-1
Cell860	4	3276.8562971891333	False	0.0	False	-1
Cell861	5	2099.7035154244268	False	0.0	False	-1
Cell862	1	1454.8829884451616	False	0.0	False	-1
Cell863	6	4966.802997042064	False	0.0	False	-1
Cell864	1	2161.092954856877	False	0.0	False	-1
Cell865	4	930.2533762841348	False	0.0	False	-1
Cell866	1	1857.4159856672527	False	0.0	False	-1
Cell867	2	862.9024437170337	False	0.0	False	-1
Cell868	3	866.4684468472129	False	0.0	False	-1
Cell869	2	2083.7763562331324	False	0.0	False	-1
Cell870	4	2480.7487900112264	False	0.0	False	-1
Cell871	5	1361.0174532480187	False	0.0	False	-1
Cell872	6	2849.2024656156073	False	0.0	True	2
Cell873	6	969.9666971232548	False	0.0	False	-1
Cell874	4	14660.484609234481	False	0.0	False	-1
Cell875	2	7804.18717563753	False	0.0	False	-1
Cell876	3	2253.0283594549874	False	0.0	False	-1
Cell877	2	4392.142523734221	False	0.0	False	-1
Cell878	5	858.0914733428795	False	0.0	False	-1
Cell879	1	1553.1591929692224	False	0.0	False	-1
Cell880	6	3388.1902499893495	False	0.0	False	-1
Cell881	4	2389.5778573022144	False	0.0	False	-1
Cell882	5	557.5367527031461	False	0.0	False	-1
Cell883	3	4050.0745014820172	True	0.681549921867018	False	-1
Cell884	3	2003.8729273742856	True	0.6233828588767001	False	-1
Cell885	1	1957.7994729710279	False	0.0	False	-1
Cell886	4	5025.83340961267	False	0.0	False	-1
Cell887	2	1325.3308647624988	True	0.5155721405849253	False	-1
Cell888	3	5778.847168438771	True	0.3748764711436343	False	-1
Cell889	2	3562.8369124129954	False	0.0	False	-1
Cell890	2	5236.612267058073	True	0.5086381894061636	False	-1
Cell891	3	4295.174118831452	False	0.0	False	-1
Cell892	2	2094.8125945701777	False	0.0	False	-1
Cell893	6	7539.796274190627	False	0.0	False	-1
Cell894	6	1022.9541624008742	False	0.0	False	-1
Cell895	3	2777.9452145945543	True	0.16277219777347118	False	-1
Cell896	2	3003.9913954512335	True	0.16168092223120833	False	-1
Cell897	1	441.0154729547967	False	0.0	False	-1
Cell898	1	1965.923957707153	False	0.0	False	-1
Cell899	4	1067.5130183948474	False	0.0	False	-1
Cell900	2	781.453511843296	False	0.0	False	-1
Cell901	2	3200.3721427767478	False	0.0	False	-1
Cell902	3	5524.4198765791	False	0.0	False	-1
Cell903	4	663.8671683359739	False	0.0	False	-1
Cell904	2	7801.367973661953	False	0.0	True	6
Cell905	4	2561.411923215662	False	0.0	False	-1
Cell906	6	3965.732404960479	False	0.0	False	-1
Cell907	6	4962.806099025851	False	0.0	False	-1
Cell908	5	1549.2963785223808	False	0.0	False	-1
Cell909	3	1906.9837144957412	False	0.0	False	-1
Cell910	2	490.88040764863365	False	0.0	False	-1
Cell911	1	4646.079424352184	True	0.26710572704430346	False	-1
Cell912	3	2403.5594306708435	False	0.0	False	-1
Cell913	6	3527.6091805465267	False	0.0	False	-1
Cell914	3	4610.484880093496	False	0.0	False	-1
Cell915	6	1661.1248556809362	False	0.0	False	-1
Cell916	5	1069.238443286412	False	0.0	False	-1
Cell917	6	975.2930242883418	False	0.0	False	-1
Cell918	4	5795.466607006881	False	0.0	False	-1
Cell919	1	1335.5383721906242	True	0.48372905040362213	False	-1
Cell920	3	2707.9309905779064	False	0.0	False	-1
Cell921	4	2133.381432766384	False	0.0	False	-1
Cell922	2	1220.663959914132	False	0.0	False	-1
Cell923	4	4834.090954778042	False	0.0	False	-1
Cell924	3	3996.2492183817217	False	0.0	False	-1
Cell925	5	1571.0456152172642	False	0.0	False	-1
Cell926	6	2000.040316218572	False	0.0	False	-1
Cell927	3	5052.854294240624	True	0.508347590103514	False	-1
Cell928	1	1037.2932003718315	False	0.0	False	-1
Cell929	3	9555.313724085401	False	0.0	False	-1
Cell930	2	5229.243824316811	False	0.0	False	-1
Cell931	1	1910.8988921132877	False	0.0	False	-1
Cell932	3	820.5814158293356	False	0.0	False	-1
Cell933	6	393.50350886171464	False	0.0	False	-1
Cell934	2	914.6310060476386	False	0.0	False	-1
Cell935	6	5530.469875879413	False	0.0	False	-1
Cell936	5	2205.334149801102	False	0.0	False	-1
Cell937	1	11251.064040140682	True	0.6476995863747821	False	-1
Cell938	6	8525.766897885265	False	0.0	False	-1
Cell939	3	1260.9323203723231	True	0.26553034528207686	False	-1
Cell940	2	611.8093908702301	False	0.0	False	-1
Cell941	2	5463.24217435581	False	0.0	False	-1
Cell942	1	2284.0801585810086	False	0.0	False	-1
Cell943	1	2091.4830925213223	False	0.0	False	-1
Cell944	3	1005.0882071395545	False	0.0	False	-1
Cell945	6	2907.3113987096294	False	0.0	False	-1
Cell946	3	968.9106877655132	False	0.0	False	-1
Cell947	3	7009.126293265256	True	0.6499653764471418	False	-1
Cell948	5	1402.024396594123	False	0.0	False	-1
Cell949	2	2323.1404358270793	False	0.0	False	-1
Cell950	6	1072.8138561323167	False	0.0	False	-1
Cell951	2	870.1078802859159	True	0.11403936869759677	False	-1
Cell952	4	731.1064656146448	False	0.0	True	6
Cell953	5	6662.626782737188	False	0.0	False	-1
Cell954	4	1954.593644046565	False	0.0	False	-1
Cell955	5	3602.0181709057465	False	0.0	False	-1
Cell956	2	2044.34924228093	False	0.0	False	-1
Cell957	5	1757.385128945741	False	0.0	False	-1
Cell958	3	1435.7529573932204	False	0.0	False	-1
Cell959	6	1254.4547461217128	False	0.0	False	-1
Cell960	6	3134.3519146906942	False	0.0	False	-1
Cell961	5	2100.634023979376	False	0.0	False	-1
Cell962	3	982.2323932943958	False	0.0	False	-1
Cell963	2	3426.6294689511583	False	0.0	False	-1
Cell964	4	3537.2732909130573	False	0.0	False	-1
Cell965	1	3558.3396446978804	True	0.22148429530407904	False	-1
Cell966	3	1867.415823146697	False	0.0	False	-1
Cell967	1	3269.696900844334	False	0.0	False	-1
Cell968	2	1874.4378872020386	False	0.0	False	-1
Cell969	2	2455.062613540747	True	0.48908756125817543	False	-1
Cell970	2	773.89362767575	False	0.0	False	-1
Cell971	4	670.4492359516187	False	0.0	False	-1
Cell972	5	5521.9368298142235	False	0.0	False	-1
Cell973	4	1451.168608536446	False	0.0	False	-1
Cell974	5	1262.999262325488	False	0.0	False	-1
Cell975	3	2131.042456586332	True	0.5602792969905097	True	3
Cell976	4	1263.6233181685475	False	0.0	False	-1
Cell977	3	1142.2362400943732	False	0.0	False	-1
Cell978	1	2033.1223354272497	True	0.4771151719497483	True	1
Cell979	5	4705.739155421786	False	0.0	False	-1
Cell980	1	1369.3732405312403	False	0.0	False	-1
Cell981	6	3198.3473863011536	False	0.0	False	-1
Cell982	1	2099.208263423055	True	0.2869457790757336	False	-1
Cell983	3	4549.223730198129	False	0.0	False	-1
Cell984	2	2131.730835900014	True	0.14574527968628298	False	-1
Cell985	1	2800.8087185907134	False	0.0	False	-1
Cell986	5	1143.9551772994896	False	0.0	False	-1
Cell987	2	2522.142744562955	True	0.6499666058929372	False	-1
Cell988	3	2492.0155034473523	False	0.0	False	-1
Cell989	6	1384.1748039351316	False	0.0	False	-1
Cell990	1	1857.9886649590005	False	0.0	False	-1
Cell991	2	1376.2139738922933	True	0.26755312332973913	False	-1
Cell992	2	1031.448520117593	True	0.6409356468844114	False	-1
Cell993	5	1630.1930251663598	False	0.0	False	-1
Cell994	6	3708.4265133204617	False	0.0	False	-1
Cell995	4	1993.684925580203	False	0.0	False	-1
Cell996	6	1897.924220126877	False	0.0	False	-1
Cell997	3	2497.905834065607	False	0.0	False	-1
Cell998	2	1101.3310976687842	False	0.0	False	-1
Cell999	4	896.2060813008299	False	0.0	False	-1
Cell1000	2	2579.2598360837123	True	0.4057760879478617	False	-1
Cell1001	3	1705.0990801776531	False	0.0	False	-1
Cell1002	5	2086.286234513363	False	0.0	False	-1
Cell1003	6	1401.3565412122973	False	0.0	False	-1
Cell1004	5	2386.5653359762164	False	0.0	False	-1
Cell1005	5	1216.7538598144467	False	0.0	False	-1
Cell1006	2	1119.5967030687675	True	0.5293735335944666	False	-1
Cell1007	2	2222.1034034111126	False	0.0	False	-1
Cell1008	1	6448.75748287824	False	0.0	False	-1
Cell1009	4	1683.9899803663072	False	0.0	False	-1
Cell1010	1	8313.337628842432	False	0.0	False	-1
Cell1011	2	862.9962220480108	True	0.4483645927489066	False	-1
Cell1012	1	1964.0909434763885	False	0.0	False	-1
Cell1013	4	2108.820497727043	False	0.0	False	-1
Cell1014	3	713.2820787981985	False	0.0	False	-1
Cell1015	2	1899.1651413662594	False	0.0	False	-1
Cell1016	6	1573.0768310342194	False	0.0	False	-1
Cell1017	6	2285.024899094245	False	0.0	False	-1
Cell1018	3	9607.315818407327	True	0.10919373374064312	False	-1
Cell1019	4	3287.2171340339964	False	0.0	False	-1
Cell1020	2	5278.820049328709	True	0.23566624925862756	False	-1
Cell1021	6	2171.76033537089	False	0.0	False	-1
Cell1022	1	794.0620810437056	False	0.0	False	-1
